review_content,sentiment
monitors the pm level in the air exactly. when i installed it in the kitchen,positive
monitor is good if you're not doing heavy graphic design activity,positive
moneywise good,positive
model and purpose was meet but unable to paste it in wall due to gum not adequate,positive
mixer quality was very nice bt juicers jar not up to the mark,positive
mixer grinder is good,positive
mixer and pots' quality are good but chuteney jar is of big size hence not good for small daily masala grinding. should have provided small jar or option to select.,positive
missing out on implementing digital control of temperature appears to be sheer lack of initiative.quick suggestion:slightly bigger size is better with oil based heaters.,positive
missing cable and user manual. it seems incomplete product. and the same airtel sim gives me a strong network but here i foud it slower than my mobile network. it's fine,neutral
misleading title and descriptionits not 6ft cable,positive
minor block on ac flow is not of much consequence.the phone clamp is spring loaded and accommodates all phone sizes.most holders working on suction does not hold onto glass. they fall off while driving. could lead to accidents.,positive
mineralizer,positive
mine ps4 works fine with it great graphics.conclusion: if someone ask's me to if they can buy it or notmine answer will be nor yes nor no.if we you want kinda cheap but decent  quality tv and taking the risk on unknown tv brand on their reliability( just like me ) then go for it.better then samsung or sony ??? definitely no!!.,positive
mine ps4 works fine with it great graphics.conclusion: if someone ask's me to if they can buy it or notmine answer will be nor yes nor no.if we you want kinda cheap but decent  quality tv and taking the risk on unknown tv brand on their reliability( just like me ) then go for it.better then samsung or sony ??? definitely no!!.,positive
mind-blowing performance superb worth for money,positive
milk,positive
might not work on bigger room or hall but for regular sized room it's heavenly,neutral
mids and lows. sound quality gets muffled if volume raised above 70%.- bass is not that good. it's there,neutral
middle class family ke liye kafi achha he,positive
micro usbcons / disadvantages:- normal charging,positive
micro usbcons / disadvantages:- normal charging,positive
micro usbcons / disadvantages:- normal charging,positive
mic is not working,neutral
mic,positive
mi remote keys aren't popped out too much.,positive
mi mobile chagerwire & adopter ki quality and durability bahut acchi hai4 star is liye diya kyu ki charge karta hai lakin uttna fast charge nhi karta bt jinko fast charge se matlab nhi hai descent charger chahiye mi company ki toh lelo lamba chalega.,positive
metal used is too thin in thickness as it was dented while delivered and same was rectified with bare hands.cord was also smaller in length. but overall in this price range not much expected.,neutral
metal sound chambers,positive
metal built.. a handy piece of equipment,positive
met expectations,positive
meringue,positive
menu,neutral
memory card slot was not there but still i like this product and specially lighting effect and good bass sound,positive
meets the purchase of purpose.,neutral
meets all my requirement,positive
medium and soft boil. its totally depend on how much you have fill water level.like 50ml for hard boil,positive
medium and hard boil facility.,positive
means great look,positive
means 6 liters hot water. no temprature control and not included connecting pipes.,positive
mcb breakdown or fire. it can be plugged in a five ampere ordinary domestic socket without 15 ampere power supply.,neutral
maza agya.,neutral
maybe a product created by modifying a higher wattage full circular coil kettle).  the scales are more when tap water is used due to higher presence of salts maybe.  they seem to get cleaned by usual scrubbing.5. given wide based cylinder shape,positive
may i suggest purchasing either of the extension cables because they are what i use and they work great,positive
may get damaged with in a few days of usage.hence returned it.,neutral
may be built slightly heavy in design for better look and air delivery. overall satisfied in the price of around 1400/-.,positive
maximum of times saree get stuck in the bobbin area,positive
mattress & window curtains.,neutral
material used is not of a good quality. no after sell service available at my location.,neutral
material used could be improved and bcz of slide opening buds are getting scratches.,neutral
material quality and finishing,positive
material os very good,positive
material os very good,positive
material os very good,positive
material os very good,positive
material is very weak. for same cost you will get 4 bottles in the local stores,positive
material is very average,neutral
material is not good,neutral
material is good too but holy cow it reeks of cheap rubber.,positive
many times it's difficult to pick the right or left earphone without seeing. but it is mentioned on the earphones so that becomes easy.now about the main part the internalsthe sound quality is so so nice. as you can see in my title. solid 8/10. you can listen any music like lofi or peacefull type and when it's time for a party you can listen rock,neutral
manufacturing quality is quite poor. even a small movement can cause the second device to get unplugged from the usb port,neutral
man,positive
making it easy to carry around with me. it is also very easy to use - all i had to do was plug it in and it was ready to go.the 2tb of storage space is more than enough for my needs,positive
making it easy for me to access my files,positive
making it difficult to remove once put. but at the same time,positive
making it difficult to glide along the surface.also,neutral
makes the breads go crunchy from soft. 10/10 would recommend.,positive
makes less noise,neutral
makes it sturdy and non shakeable. mobile remains fixed in it's place. the material used is solid too.,positive
makes accurate reading,positive
make sure you put in fresh brand new batteries..,neutral
make sure the lid of kettle has stell casing,neutral
make calls,positive
made up of good quality material....no issue till date..... value for money,positive
made in indonesia,positive
made in india and most useful product i suggest try this one sure you satisfied,positive
machine is excellent for beginners. however the package was missing the sewing kit. many people have complained about a broken box but for me the entire sewing box is missing.,positive
low noise and good suction power in price range,neutral
low cost but does the job.,positive
low battery indication to full charge) backup: was able to charge (5-100%) redmi note 5 pro's 4000mah battery ~3.5 times with regular usage in between. pros1. high capacity power bank with dual input (micro usb or usb c).2. dual output via 2 usb ports.3. not a fast charge/quick charge device but has an output of 5v/2.4a (12w) which is good enough.4. touch button for power checks or switch it on for charging device.5. it comes with a carry pouch. (more below on this part).6. compact form factor & sturdy design with abs body. cons1. it does not auto-start charging when the device is connected.2. since it has a touch button instead of push-button,positive
low battery indication to full charge) backup: was able to charge (5-100%) redmi note 5 pro's 4000mah battery ~3.5 times with regular usage in between. pros1. high capacity power bank with dual input (micro usb or usb c).2. dual output via 2 usb ports.3. not a fast charge/quick charge device but has an output of 5v/2.4a (12w) which is good enough.4. touch button for power checks or switch it on for charging device.5. it comes with a carry pouch. (more below on this part).6. compact form factor & sturdy design with abs body. cons1. it does not auto-start charging when the device is connected.2. since it has a touch button instead of push-button,positive
lovely productsturdynice colorissue is,neutral
lovely product in affordable price..,positive
loved the product alot. after cleaning off the lint,positive
loved the product,positive
loved the cordless way of using it. instant heating,positive
loved it. fine quality,neutral
loved it,neutral
loud and good bluetooth speaker,positive
loosing charging cable of apple is costly affair. this wire was great purchase made to correct it,positive
loosing charging cable of apple is costly affair. this wire was great purchase made to correct it,positive
loosing charging cable of apple is costly affair. this wire was great purchase made to correct it,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
look-wise,positive
looks stylish in appearance; 2 litre capacity at such a low price is excellent; other brands have high price at this rate. only thing that hurts is,positive
looks sturdy but there should be more space between the ports. fitting two cables is a challenge. beats the purpose. a grave engineering defect.,positive
looks sturdy and better quality than the market ones,neutral
looks stunning and works good as expected,neutral
looks ok,neutral
looks nice ...need to use it and get back,neutral
looks like quality has been considered well in all respects!!!!,neutral
looks like cheap,positive
looks is good,neutral
looks good and didnt harm to iphone battery and as price is worth,neutral
looks good,neutral
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks durable charging is fine toono complains,positive
looks different from my original remote but working fine as of now,neutral
looks cute too,positive
looks and quality are at par with other brands in its price bracket. in function,positive
looks and feels great.2. read speed is fine (22 mb/s).3. product is genuine,positive
looking or fake product...,positive
looking or fake product...,positive
looking or fake product...,positive
looking for gaming,positive
looking at the price not to complain. writes smooth.for anyone who wants to enter into fountain pens,positive
look of the item is not impressive. need to improve. cord length is not sufficient. it should be bouble of the existing length.,neutral
look is good this hindware gysar,neutral
look good,positive
look fir cake making,positive
look and shape is very good,positive
look,positive
look,positive
longevity and power is the best,positive
long wire,positive
long wire,positive
long wire,positive
long wire,positive
long wire,positive
long wire,positive
long wire,positive
long life.,positive
long length cable,neutral
long lasting,neutral
logitech built quality is second to none.i have throwed,positive
loaded with features,positive
loaded with features,positive
loaded with features,positive
loaded with features,positive
loaded with features,positive
lived with it for one more day and went back next morning.8. second visit,neutral
little one,positive
little noisy but expected,positive
little more grip should be given while plugin out on type-c pin side.so,positive
little difficult to get bobbin thread out from the machine,positive
little bit of noice,neutral
little bit lose but other than that it works well till date,positive
little bigger than expected,positive
little big for 15. 6 laptops but overall okay,neutral
liten more powerful,neutral
lital bit ok,neutral
listening to music and professional editing the vocals,neutral
listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better,positive
listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better,positive
listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better,positive
listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better,positive
linkdin etc) you'll notice a color change (from black to greyish color) that gives a cheap feel and i don't know if it's a software or hardware issue.actual review:- while gaming (call of duty:mobile) has some lags and bugs and there is no option to block notification/calls even after mute notification onn everything is coming on screen and it's very frustrating and annoying. battlefield mobile ground,positive
likes:robust,positive
likes:- handy,positive
liked this product,positive
liked the utility,neutral
liked the product.  accurate to my usb apparatus.,positive
liked the product.  accurate to my usb apparatus.,positive
liked the product.  accurate to my usb apparatus.,positive
liked the product.  accurate to my usb apparatus.,positive
liked the product and packaging was very impressive,positive
liked the product,positive
liked the length of the wire. the quality is good. does it's job.,positive
liked the design...boils eggs effortlessly,positive
liked the charging speed disliked the length. on ipads this is awesome but its is not 6 foot long so this the only point to think otherwise it is the best cable,positive
liked the charging speed disliked the length. on ipads this is awesome but its is not 6 foot long so this the only point to think otherwise it is the best cable,positive
liked the blower function and also the suction is strong however the machine is too loud and the extensions could have been longer.,positive
liked most.easy to use.,neutral
liked it and and it suited very well for my fire tv,positive
liked it,positive
liked it,positive
liked easy set-up. disliked having to download and app and create a account,positive
liked by kids,neutral
liked - top notch display,positive
liked,positive
liked,neutral
like:1) the batteries are in good condition.2) i required for gas stove. by putting this battery,positive
like. im using this product for office caon printer.,positive
like very much.,neutral
like this product,positive
like this product,positive
like the way it looks,positive
like the product with decent look,positive
like the product great quality and easy to use,positive
like the color and bass,positive
like picture quality,positive
like ok,positive
like me. using it for anything other than boiling water usually turns out to be pretty inconvenient for that reason. even washing it at times. but overall quality is really good. it's a good product,positive
like its sharpness and style,positive
like it for less power consumption & quick preparations.,positive
like it,positive
like it,neutral
like it,positive
like it,positive
like if u turn on a pc the first thing that kicks in motherboard then gpu/ cup and right after that the ssd in this case i found the ssd took about 2 seconds and a delayed response to startup,positive
like expected all required functions work without any issues. remote itself is made of high quality plastic,neutral
like and happy,positive
like adding a gaming brand's logo on a pad shouldn't cost 500 bucks,positive
like : quick data transfer,positive
like : quick data transfer,positive
like,neutral
like,positive
like,positive
like,neutral
like,neutral
like,neutral
like,neutral
like,positive
like,positive
like,positive
like,positive
like,positive
like,neutral
like,neutral
like,neutral
like,positive
like,neutral
like,positive
like,positive
like,neutral
like,neutral
like,positive
like,positive
like,positive
like,neutral
like,positive
like,positive
like,neutral
lightweight yet sturdy enough. can select different height according to your requirement. ring light is not very bright even at it's highest setting but if you even have moderate lighting in the room,positive
lightweight and easy to use,positive
lightweight,positive
lightweight,positive
lightweight,positive
lightweight,positive
lightweight,positive
lightweight,positive
lights look cool,neutral
lights inbuilt in this create psychological effect as they changed according to the quality of air but apart of that no visible change i have witnessed yet.,positive
lightest ones.,positive
light weight. easy to use. but the packaging is really problem,positive
light weight working good,positive
light weight when compared to boat 225. finally boat 242 is good at. its price range.,positive
light weight when compared to boat 225. finally boat 242 is good at. its price range.,positive
light weight steam iron is very useful,positive
light weight scale machine ... it's good for me,positive
light weight item. good for light usage.,positive
light weight bahut thik itme h ye,positive
light weight and work well,positive
light weight and multi functional.,positive
light weight and good to use. the only issue is crude finish. the grill is coming off from sides. the reflector surface is bulging out and appears that it may break with heat. i requested for replacement but e mail sent to me says you will refund me the money after receiving the item . this was not the arrangement. kindly replace the item with one which is free of defects. in cold conditions of hills in uttarakhand i would like to use this item. kindly give your views on my point so that i am prepared to receive defect free item from you and i return this one.,neutral
light weight and effective. it looks so cute in a room and doesnt disturb your aesthetics at all. loved it. ordered another one for my grandmother.,neutral
light weight,positive
light weight,neutral
light weight,positive
light weight,neutral
light quality is really good at this price segment,neutral
light portable and safe heater. each rod consumes only 400 watt of power,neutral
light indicator was not working,neutral
light indicator,positive
lifelong sent me a whatsapp message asking about installation. they charge 353 for technician and 300 for pipes.so the cost is better by lifelong support because within 600 you get technician and the pipes.hence,positive
lg was always good,positive
lg was always good,positive
lg and samsung with these kind of specs. movies and especially hi-res tv series experience was somewhat diluted as most of the times,positive
lg and samsung with these kind of specs. movies and especially hi-res tv series experience was somewhat diluted as most of the times,positive
let's talk about the external-bulid quality is awesome 9/10 even at such an affordable price.looks-i have all 3 colours of these earphones and all colours looks coolwire-the wire quality is 9/10. i have these earphones from 4 months and these haven't tangled since. also the rubber coating and the inside braided wires gives a nice  looking effect.but 1 thing i have seen is the middle piece which have a mic and buttons is 180 degree reversed. so,neutral
lets see in few months. the sound quality is satisfactory. there is a reduction in sound which is expected during conversion anyway.  but considering the price its negligible. overall a good buy. will recommend this one especially for tvs without optical out and just coax/spdif out.,positive
let's see if i get a help,positive
lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :),positive
lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :),positive
lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :),positive
lets see how long it lasts,positive
lets get directly into the pros & cons :-sry it will be a long review coz the review have to be useful for everyone who plans to buy this.pros:-* the price,neutral
less rbg modes  gaming is good and ergonomic is good and brightness is good but less,positive
less noisy and good air through,positive
less noise upto medium speed,positive
less noise,positive
less heating according to the price.,positive
less bass.. good sound.. quality might be better,positive
less bass.. good sound.. quality might be better,positive
length of the wire is little small it could be little big and the price is also little high it could be under 900rs,positive
length is very well good,positive
lekin size mai zara choti h,positive
led is good however the stand that is shipped with the product seems to be manufactured in some local gaziabad street side factory. the quality and precision are so bad that even this can't hold the led properly.,positive
leaves no dryness in air,positive
leaves a lot desired. it was delayed until several calls. the technician was not the most well behaved in the world. overall,positive
leading to less suction. inside box1. vacuum cleaner unit2. flexible pipe with integrated retraceable brush and suction adjustment knob3. turbo brush nozzle4. multi-clean nozzle5. high suction flat inlet nozzle6. telescopic extension pipe7. user manual8. warranty cardthe power cord is ~6mtr and device comes with a mechanish to retrace it back into the machine. it has normal 16 amp 2 pin top which can easily fit in 3 or 5-pin sockets (both 5/6 amp or 15/16amp),positive
later i saw flood of negative reviews coming up on amazon which made me test few of things that was mentioned,positive
late in the evening at 11 pm.was to be delivered on thursday 08/12/22 but arrived early on monday 05/12/22 at 10 am.quite satisfied with the delivery,positive
lasts upto 4 days with normal use,positive
last time i bought a cable for 199 and it worked 8 months,positive
laptop at these price range,positive
lan cable,positive
lan cable,positive
lan cable,positive
lan cable,positive
lan cable,positive
lacking is  conncection pipe and haning bolt and installation  is not provided by company.  other wise a good deal in rs. 5300 festival sale,positive
lack of mannual temp control.,neutral
lack of led for power level,positive
l shaped connectors are convenient and better than some higher priced products.,positive
l shaped connectors are convenient and better than some higher priced products.,positive
kya karen zarurat padti hi hai ghar pe),positive
kodak tv,positive
kk,positive
kind of slowbuilt quality is good,positive
kids like the colours and are very fond of writing with it,positive
keyboard light goes off and i need to click caps or num key to lit it again. its not an issue for average user,positive
keyboard is good. i don't really like that clicking sound of mechanical keyboard as i am a software developer and write codes most of the time. some times that mechanical sound really irritiates,positive
keyboard is excelent,neutral
keyboard doesn't have that much tactile feel like my wired hp keyboard. definitely looks good & works perfectly. mouse is a bit small compared to wired ones. not sure about battery. just started using it.,positive
keyboard and mouse. serves the purpose for an indoor setting. have explained why it is not an outdoor device under the cons.pros:- nice design,positive
keyboard & p.d.,neutral
keyboard  and mouse both are good but can go for an better  option  also,positive
key features,neutral
kettle heats up water very quickly,positive
kent gold,positive
kent,neutral
keeps shaking and disconnecting..so have to be careful while transferring from such devices,positive
keeps my phone stable while i draw or paint . i tried it immediately as it was delivered.amazing .,neutral
keep it up,positive
keep in mind it makes quite noticeable amount of noise. and after using it for more than 2 years. one of the utensils rotor broke and start making more noise. other than that a good purchase. and good modern design.,positive
justifying price,neutral
just value for money,neutral
just tested the heater it is working fine but 15amp socket is required.,positive
just reviewing now,positive
just received the product,neutral
just received it. though the product looks new,neutral
just received,positive
just purchased and using. charging ok. future,neutral
just one issue of non- cartridge system . for save tree campaign,positive
just okay don't get too much hype,neutral
just okay,neutral
just ok for the price...,positive
just ok for the price...,positive
just ok,positive
just ok,positive
just ok,positive
just loved it,positive
just loved it,positive
just loved it,positive
just love it.,positive
just like orginal quality . will buy again in future .,positive
just like orginal quality . will buy again in future .,positive
just like orginal quality . will buy again in future .,positive
just improve quality and working is very good.,positive
just grab it.no it's not for gaming!,positive
just got the item,positive
just got delivered,neutral
just good for yt,neutral
just good as in this price range,positive
just good as expected,positive
just good as expected,positive
just good,positive
just good,positive
just good,positive
just go for it. i'm using it for calligraphy it's perfect!,positive
just given 5 star energy efficient,positive
just changing mouse can actually improve your experience and gameplay. my boyfriend recommended this to me as we play valorant together and my aim was persistently bad even though i tried so hard playing with regular bluetooth dell mouse,positive
just bought it,positive
just bought it,positive
just bought it,positive
just a technical observation.3. write speed (3.3 mb/s) is not bad,positive
just a soft click required without any effort. it should be better if there would be netflix,neutral
just 30 seconds and frothy coffee ready.very powerful.. .. easy to operate as well...the main body of the frother could be made of a better material,positive
just 150 buck i got it look wise fine. during a unboxing time i notice it broken and i try easily to fit it so i dont want to replace/ return it because only 150rs and easily fix.,neutral
jus the headphone adjustment gets stuck,neutral
jeans,positive
jbl go2 is actually good ..but sound quality is not much better,positive
jbl 3.1 soundbar and jio set top box. all is working zakkaass !! picture quality improved compared to my earlier cable. now getting dolby 5.1 with this set up. thumbs up for this item.,positive
jars are light weight. one should buy it,neutral
jabra elite active 65t,positive
ive never experienced a single incident of leakage from this battery. duracell ultra batteries are the best for high power appliances to last long. this pack of 2 will easily last you an year.,positive
i've been using this since 2021 july and it has been quite a helpful one. i can also put my internal drives and make it external,positive
i've been using this cable since a year now and never faced a single issue till date. quality of the cable is excellent and is very durable. it is also a value for money product. highly recommended,positive
i've been using this cable since a year now and never faced a single issue till date. quality of the cable is excellent and is very durable. it is also a value for money product. highly recommended,positive
i've been using this cable for over 6 months with my galaxy s22 it's been working flawlessly. fast charging works as expected and the 2m length makes it convenient to use it in bed. would recommend to anyone looking for a long cable. infact,positive
i've been using this cable for over 6 months with my galaxy s22 it's been working flawlessly. fast charging works as expected and the 2m length makes it convenient to use it in bed. would recommend to anyone looking for a long cable. infact,positive
ive been using it since last 4 months and it doesnt have any issues so far. product came with all the necessary items and it works perfectly fine.,neutral
ive been using it since 1 month. the thing which bajaj can improve is the noise level of both motor and while cutting the air(design of blades) but considering the price its a perfect deal comes up with nice looking design and quality.,positive
i've been using it for a month so far,positive
i've been looking for a good pair of earphones with type c as my phone now comes without a 3.5 mm jack sadly. (pixel 6a).unfortunately indian markets doesn't have much of budget usb c earphones as it's extremely limited in availability so my search gotten narrowed down to this one.pros:+ works okayish for the price.+ sound quality: average+ call quality: fairly good. i didn't had much complaints from the other side during phone calls. tested when riding bike also,neutral
i've been an amazon customer since 2014/15. this is,positive
its wrong),positive
it's worth to have roti maker with you . cooks fast rotis and all depends on practice .i cooked methi parathes too and we're good . i found parathes was much good in roti maker.i am lazy it's me and my husband here for two persons rotis making i found its much easy . it should have in each kitchen.. if you have atta maker also than making rotis are not much hurdle . for roti maker dough must be soft and atta maker makes soft dough too so must have both than your rotis will be good.,positive
it's worth the money,positive
its worth it,positive
its worth for money,neutral
its worth buying the product,positive
it's worth and good quality,neutral
its works properly good product but poor quality,neutral
its works properly good product but poor quality,neutral
it's working smoothly till now,neutral
its working is very nice with pc. easy to install. connected very well. plug and play.link for driver:https://drive.google.com/drive/folders/1ie6u725zeitcpn5r3zdhbkp70nircefv?usp=sharing,neutral
it's working good so far 1st day,neutral
its working good . nice product.... its worthable for this rate!,positive
it's working for me till now.,positive
it's working fine. picture quality is good,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine and no issuew. iqoo providing quality devices compared to other brands,positive
it's working fine,positive
it's working as it should so that's that.it's functional and serving the purpose that i got it for.amazonbasics products are generally good. have used quite a few of them,positive
it's working as expected.,neutral
its work as expected. i went for the yellow and blue one & as of this moment i am using the yellow side up as its in contrasts with my desk.love the feel.keeps my desk clean and free from scratches.also easy to clean.just go for it.#bhavneetapproved,positive
its wires insulation inside was found rotten around the iron entry point which i repaired myself and later its thermostat started giving problems. finally,positive
it's wastage both electricity and money.,neutral
it's vice versa. the green indicator is working as red,positive
its very useful and value for money,positive
it's very useful and easy to handle. it gives fine finish.,positive
it's very sturdy,neutral
its very strong remote! i ordered 2 other remotes earlier which were very delicate. this one is working perfect and having good durability!,neutral
it's very smooth to run the mouse very fast  for gaming and for casual work,positive
it's very sensitive,neutral
its very nice n poweful,neutral
it's very good peace what i read.,positive
it's very good peace what i read.,positive
it's very easy to use. and easy to clean. it does it's jb as described. only drawback is that,positive
it's very easy to use we just need to handle it carefully it blends smoothly you just need to cut veggies or fruits into small pieces,neutral
it's very easy to use to clean my coat,positive
it's very easy to use and good quality of the product,positive
its very easy to install and yes the plastic is good enough to hold your alexa.i liked it,positive
it's very easy to install & sufficient warm water for kitchen . sufficient warm for bath also . value for money. first day usage review.,neutral
its very easy for beginners,neutral
its very decent and easy to install. working very well.,positive
its very bad and within 2 -6 use its not working,positive
its very awesome lint remover. i very happy with the results. it will make your clothes as they are new in condition. useful for all kind of fabric clothes. battery backup is more than enough. you will receive extra blade,positive
it's vary handy and kitchen friendly. the price is also reasonable.,positive
its value for money. convenient to place laundry dresses in basket.,positive
it's value for money product.works fine and installation was on time.,positive
its value for money,positive
its value for money,neutral
its useful.,positive
it's totally worth the spent. you can make one sandwich / panini at a time,neutral
its too long enough for modern tv units size,positive
it's too heavy to be handle. and not good for deep cleaning. i tried to clean matresses and sofa but dusts were there.,positive
it's too good and using it for.more than 6 months now,neutral
it's to good,positive
it's tiny and easily warms up the room .. portable... it will stop if we turn the knob close to minus or if there is fluctuations in the current,neutral
its timer functions is so easy,neutral
its the best parker pen i have every used and it have came my mainparker pen i have 10 to 15 pens of parker but this is my main pen now don't think twice just go with it its the best pen pls buy if get a chance . very good amazon,positive
it's the best hdmi cable at this price range. no problems yet. just go for it !!,positive
it's the best hdmi cable at this price range. no problems yet. just go for it !!,positive
it's the best hdmi cable at this price range. no problems yet. just go for it !!,positive
it's the best hdmi cable at this price range. no problems yet. just go for it !!,positive
it's temperate is high.,positive
it's taking time to get hot water,neutral
it's take approximate 2 minute to water boiling. so it is easy to use,positive
its super good for normal usage,positive
its super good for normal usage,positive
its super good for normal usage,positive
its super good for normal usage,positive
its super good for normal usage,positive
its super good for normal usage,positive
its such a good product by kent. best part is that after buying i got a call from kent and they took full review about the product.,positive
it's so smooth to use this. no pressure on hands.,positive
it's so comfortable to wear,positive
it's smooth and good quality. the bottom has a finish which stops it from moving... good product,positive
its smooth and cool and the bottom is made up of rubber which prevents it from moving while the mouse moves. its great value for money. easy and smooth,positive
it's smooth,positive
it's small in size,neutral
it's small ergonomic mice,positive
it's small and body is also poor quality,neutral
it's slightly leaking from the side after installation.it's bottom should firmly stick to the surface and seal properly.,positive
its silent than usual mouse but not fully silent. overall good,positive
it's serves the simple purpose of holding phone..but it's not possible to make a phone sit in 90 ..phone slants back little.. (i use pen adjusted at back to keep phone in 90 angle).. worth for simple use,positive
it's really work good,positive
it's really of good quality,positive
it's really hard from outside,positive
its really good product for gamers i would recommend it,positive
its really good,positive
its really a good product for the price,neutral
it's quite small but fairly accurate. i weighed some packets with known weight and it showed correct weight. very useful addition to my kitchen.,positive
it's quite new actually,neutral
its quite a good deal,positive
it's quality is very high and very good for kids,positive
its quality is also very good and it proved to be very useful for children,neutral
it's probably the cable that came stock with your hdd,positive
it's pretty good but don't know about quality.,positive
its pretty good . product quality too its good.,positive
its pretty good . product quality too its good.,positive
its pretty good . product quality too its good.,positive
its overall massive performance looks quite simple but gives extra bass overall worthand boat 400 (900rs) is discomfort because of over tight pressure in ears,neutral
it's original price is not worth any praise so try to purchase on some card offers or other free bundles. the screen is not full hd but still offers good brightness and color accuracy. speaker also sounds good enough. front camera is not for selfies only for video calls but back camera produces satisfactory clicks for entry level. battery backup is one of the best features of this device. samsung softwares are all well optimised and my only complaint in this department is the pre-installed bloatwares. ui feels smooth enough and the mediatek processor coupled with 4gb ram is well suited for daily normal usage. games are not recommended. biggest disadvantage of this device is it's in box charger which is only 7.75 watts (5v,positive
it's original price is not worth any praise so try to purchase on some card offers or other free bundles. the screen is not full hd but still offers good brightness and color accuracy. speaker also sounds good enough. front camera is not for selfies only for video calls but back camera produces satisfactory clicks for entry level. battery backup is one of the best features of this device. samsung softwares are all well optimised and my only complaint in this department is the pre-installed bloatwares. ui feels smooth enough and the mediatek processor coupled with 4gb ram is well suited for daily normal usage. games are not recommended. biggest disadvantage of this device is it's in box charger which is only 7.75 watts (5v,positive
it's original price is not worth any praise so try to purchase on some card offers or other free bundles. the screen is not full hd but still offers good brightness and color accuracy. speaker also sounds good enough. front camera is not for selfies only for video calls but back camera produces satisfactory clicks for entry level. battery backup is one of the best features of this device. samsung softwares are all well optimised and my only complaint in this department is the pre-installed bloatwares. ui feels smooth enough and the mediatek processor coupled with 4gb ram is well suited for daily normal usage. games are not recommended. biggest disadvantage of this device is it's in box charger which is only 7.75 watts (5v,positive
its original mi charger which gives a fast and smooth charging.,positive
its only customer support and service that is pathetic. if not for that this product would have had real good rating. i received a slightly defective piece where indicators where not working. i initially raised an issue about it but there was no immediate support for that. as filter was working fine and we didn't require indicators,neutral
its only 4 days since we are using the product and based on so far usage,positive
its only 4 days since we are using the product and based on so far usage,positive
its on indication went off and i decided that it was time to bid goodbye to it and find a new one.hence,positive
it's oky product,neutral
it's okay for a backup emergency phone or a naive user who uses it just for other extra sim or basic needs,positive
it's okay,positive
it's ok when you are in silent sapce. it's definitely not a good option if you have to use them for calls during a ride or in a noisy public places.,neutral
it's ok to purchase for and as arc port,positive
it's ok,neutral
it's obviously not the best earphone out there but certainly does it's job for the price,positive
it's nt wrkng evn aftr 4 hours of charging,neutral
it's not working moreover not being able to initiate return/refund after so many tries,neutral
it's not working after 6 months. money waste,positive
its not working,neutral
it's not water resistant,positive
it's not tht oomph feel to write...considering the name parker ...it's like regular ball pensrather can tell the ink is too dull compared to other ball penslot of money taken under the name parkerit's the worth of 20/,positive
it's not that great a product.,neutral
it's not strong,neutral
its not plug an play u need to install the driver and will support till 2.4 ghz not above that. im using in jio wifi so its not supporting 5g connectivity as its 3.0,positive
its not plug an play u need to install the driver and will support till 2.4 ghz not above that. im using in jio wifi so its not supporting 5g connectivity as its 3.0,positive
its not orignal usb its 100%fake lava usb (in product pictures 'lava' logo tagged in usb but i received printed lava and box are also diffrent brand!,neutral
it's not great either with some little annoyance noticed.don't expect much as its a feature phone but then some negatives are:1) there's a voice distortion noticed occasionally when receiving calls. have to end the call & redo it,neutral
it's not good for beginners.it's not that simple to stich.. sometimes the machine will stuck in the middle of stitching....,neutral
it's not fast charger i use vivo charger in 1.5 hour it charge full but i use this lava charger it has taken 3.5-4 hours to charge fully,neutral
